0.0000	1.0000
0.0491	1.0000
0.0980	1.0000
0.1467	1.0000
0.1951	1.0000
0.2430	1.0000
0.2903	1.0000
0.3369	1.0000
0.3827	1.0000
0.4276	1.0000
0.4714	1.0000
0.5141	1.0000
0.5556	1.0000
0.5957	1.0000
0.6344	1.0000
0.6716	1.0000
0.7071	1.0000
0.7410	1.0000
0.7730	1.0000
0.8032	1.0000
0.8315	1.0000
0.8577	1.0000
0.8819	1.0000
0.9040	1.0000
0.9239	1.0000
0.9415	1.0000
0.9569	1.0000
0.9700	1.0000
0.9808	1.0000
0.9892	1.0000
0.9952	1.0000
0.9988	1.0000
1.0000	1.0000
0.9988	1.0000
0.9952	1.0000
0.9892	1.0000
0.9808	1.0000
0.9700	1.0000
0.9569	1.0000
0.9415	1.0000
0.9239	1.0000
0.9040	1.0000
0.8819	1.0000
0.8577	1.0000
0.8315	1.0000
0.8032	1.0000
0.7730	1.0000
0.7410	1.0000
0.7071	1.0000
0.6716	1.0000
0.6344	1.0000
0.5957	1.0000
0.5556	1.0000
0.5141	1.0000
0.4714	1.0000
0.4276	1.0000
0.3827	1.0000
0.3369	1.0000
0.2903	1.0000
0.2430	1.0000
0.1951	1.0000
0.1467	1.0000
0.0980	1.0000
0.0491	1.0000
0.0000	-1.0000
-0.0491	-1.0000
-0.0980	-1.0000
-0.1467	-1.0000
-0.1951	-1.0000
-0.2430	-1.0000
-0.2903	-1.0000
-0.3369	-1.0000
-0.3827	-1.0000
-0.4276	-1.0000
-0.4714	-1.0000
-0.5141	-1.0000
-0.5556	-1.0000
-0.5957	-1.0000
-0.6344	-1.0000
-0.6716	-1.0000
-0.7071	-1.0000
-0.7410	-1.0000
-0.7730	-1.0000
-0.8032	-1.0000
-0.8315	-1.0000
-0.8577	-1.0000
-0.8819	-1.0000
-0.9040	-1.0000
-0.9239	-1.0000
-0.9415	-1.0000
-0.9569	-1.0000
-0.9700	-1.0000
-0.9808	-1.0000
-0.9892	-1.0000
-0.9952	-1.0000
-0.9988	-1.0000
-1.0000	-1.0000
-0.9988	-1.0000
-0.9952	-1.0000
-0.9892	-1.0000
-0.9808	-1.0000
-0.9700	-1.0000
-0.9569	-1.0000
-0.9415	-1.0000
-0.9239	-1.0000
-0.9040	-1.0000
-0.8819	-1.0000
-0.8577	-1.0000
-0.8315	-1.0000
-0.8032	-1.0000
-0.7730	-1.0000
-0.7410	-1.0000
-0.7071	-1.0000
-0.6716	-1.0000
-0.6344	-1.0000
-0.5957	-1.0000
-0.5556	-1.0000
-0.5141	-1.0000
-0.4714	-1.0000
-0.4276	-1.0000
-0.3827	-1.0000
-0.3369	-1.0000
-0.2903	-1.0000
-0.2430	-1.0000
-0.1951	-1.0000
-0.1467	-1.0000
-0.0980	-1.0000
-0.0491	-1.0000
